dtxsid,chem_num,cas,name,mw,log_kow,water_sol_mg_l,half_air_hr,half_sed_hr,vp_pa,kp,fabs,backGM,backGSD
DTXSID3025049,4613,111-77-3,Diethylene glycol monomethyl ether,120.15,-0.504453,1046206.125,9.87,3240,31.64713568,0.00014767,0.938674187,0,0
DTXSID3025122,4890,1119-40-0,Dimethyl glutarate,160.17,0.746454,68815.91931,77.8,3240,17.77694084,0.000640628,0.996110178,0,0
DTXSID3025542,104076,79-41-4,Methacrylic acid,86.09,0.778585,158520.0997,8.77,1870,106.9468216,0.002556868,0.99636866,0,0
DTXSID3025590,113093,96-37-7,Methylcyclopentane,84.16,3.37523,54.72327264,45.3,3240,10678.32351,0.156307392,0.999712264,0,0
DTXSID3026142,47751,367-51-1,Sodium thioglycolate,114.09,0.104959,515776.9311,7.38,1870,9.003221,0.000403232,0.984010158,0,0
DTXSID3026350,83970,64-02-8,Ethylenediaminetetraacetic acid tetrasodium salt,380.17,-1.707,2895.139015,1.56,1870,3.74E-10,1.52E-05,0.490734953,0,0
DTXSID3026726,3342,106-22-9,Citronellol,156.27,3.78223,406.2832476,0.514,3240,7.096777484,0.051450663,0.999676616,0,0
DTXSID3026728,3345,106-25-2,"(2Z)-3,7-Dimethylocta-2,6-dien-1-ol",154.25,3.38452,320.55001,0.261,3240,4.604448726,0.047112803,0.999711877,0,0
DTXSID3027035,8081,126-13-6,"Sucrose, diacetate hexaisobutyrate",846.93,3.10892,380.9863789,3.28,13000,7.48E-07,5.48E-06,0.999717067,0,0
DTXSID3027293,92721,688-84-6,2-Ethylhexyl methacrylate,198.31,4.38813,30.85584614,6.47,3240,9.892494674,0.034145177,0.999475243,0,0
DTXSID3027370,6334,1185-55-3,Trimethoxymethylsilane,136.22,1.62029,74879.72534,97.3,3240,2459.531451,0.006158122,0.999258873,0,0
DTXSID3027530,26428,3290-92-4,Trimethylolpropane trimethacrylate,338.4,3.79603,34.0968456,2.76,8100,0.00013345,0.008032966,0.999674552,0,0
DTXSID3027792,19524,17689-77-9,Ethyltriacetoxysilane,234.28,1.14422,92181.44876,194,8100,14.22203263,0.000404728,0.998288476,0,0
DTXSID3027823,28727,22984-54-9,"2-Butanone, O,O',O''-(methylsilylidyne)trioxime",301.46,3.51709,1571.939053,55.8,8100,0.044529945,0.009408143,0.999704487,0,0
DTXSID3027829,29871,23783-42-8,"2,5,8,11-Tetraoxatridecan-13-ol",208.26,-0.26284,1111958.453,4.75,3240,0.910337278,6.03E-05,0.963796526,0,0
DTXSID3027958,38301,29806-73-3,2-Ethylhexyl hexadecanoate,368.65,9.47298,0.027408648,8.69,3240,0.000326577,0.010448183,0.029425416,0,0
DTXSID3029233,30606,2421-28-5,Benzophenonetetracarboxylic dianhydride,322.23,1.74746,16.88382086,188,8100,3.34E-07,0.000312774,0.999382503,0,0
DTXSID3029237,32505,2530-85-0,3-(Trimethoxysilyl)propyl methacrylate,248.35,1.70936,7803.90205,7.18,3240,12.07575547,0.001036689,0.999349189,0,0
DTXSID3029607,4179,109-16-0,Triethylene glycol dimethacrylate,286.33,1.64769,4505.230752,2.88,3240,0.017573891,0.000470883,0.999288656,0,0
DTXSID3029653,19387,1762-95-4,"Thiocyanic acid, ammonium salt",76.12,0.567662,290024.812,100000,3240,43.8701324,0.001965859,0.994267857,0,0
DTXSID3032389,57060,4602-84-0,Farnesol,222.37,4.91127,18.41599405,0.174,3240,0.306450846,0.027807926,0.998843308,0,0
DTXSID3032591,16319,16079-88-2,"1-Bromo-3-chloro-5,5-dimethylhydantoin",241.47,1.11787,6917.922324,83.9,8100,25.05980971,0.000339061,0.998197393,0,0
DTXSID3032670,17108,16484-77-8,Mecoprop-P,214.65,3.02437,324.499284,14.8,8100,0.000172645,0.016844458,0.999716184,0,0
DTXSID3033276,38447,29911-27-1,Butyl dipropasol solvent,176.26,1.3142,133895.5565,5.37,3240,14.57760345,0.001594282,0.998760335,0,0
DTXSID3035214,44621,3391-86-4,1-Octen-3-ol,128.22,2.36862,2095.602036,4.98,1870,25.40618128,0.027785721,0.999657456,0,0
DTXSID3036105,108507,88-41-5,2-tert-Butylcyclohexyl acetate,198.31,4.37395,30.63988655,17.7,8100,7.247338459,0.034111244,0.999483921,0,0
DTXSID3036238,57663,114453-69-9,Carbonic acid calcium salt (1:1),62.03,-0.521159,109855.13,247,3240,1.409004347,0.000388543,0.936430809,0,0
DTXSID3036288,64803,5333-42-6,2-Octyl-1-dodecanol,298.56,8.81483,0.012725254,8.5,1870,5.01E-05,0.01579581,0.121253792,0,0
DTXSID3036442,74782,5964-35-2,Tetrapotassium ethylenediaminetetraacetate,444.61,-1.707,3385.874102,1.56,1870,3.74E-10,1.22E-05,0.490734953,0,0
DTXSID3037599,9296,131929-63-0,Spinosyn D,746,4.1898,24.5107998,0.276,38900,2.21E-08,3.90E-05,0.999574129,0,0
DTXSID3037757,4960,112-45-8,Undec-10-enal,168.28,4.04246,104.325186,3.58,3240,10.66092493,0.046060834,0.999622997,0,0
DTXSID3038852,35414,27503-81-7,Ensulizole,274.3,1.82271,7634.07073,21.2,3240,1.65E-07,0.000837746,0.999440284,0,0
DTXSID3039242,96933,71-43-2,Benzene,78.11,2.24844,797.182849,209,8100,11751.47542,0.058211007,0.999630312,0,0
DTXSID3041320,8083,126-15-8,"2,3:4,5-Bis(2-butylene)tetrahydro-2-furaldehyde",204.27,2.0978,1548.789439,0.448,8100,0.006962335,0.004875725,0.99958326,0,0
DTXSID3041611,11091,137-66-6,Ascorbyl palmitate,414.54,4.4514,166.3196661,3.1,1870,2.44E-07,0.006247444,0.999432854,0,0
DTXSID3041742,107254,85-86-9,C.I. Solvent Red 23,352.4,5.11548,2.60298498,14,13000,8.73E-07,0.011053195,0.998301721,0,0
DTXSID3041744,61390,509-34-2,C.I. Solvent Red 49,442.56,6.0581,16.50385901,1.09,38900,5.63E-07,0.007210788,0.987223564,0,0
DTXSID3041790,3343,106-23-0,Citronellal,154.25,3.66276,230.205785,0.492,3240,51.15286795,0.051499293,0.999691709,0,0
DTXSID3042003,4540,111-03-5,Glyceryl cis-9-octadecenoate,356.55,5.71814,17.03339184,1.21,3240,2.83E-07,0.011057136,0.99398302,0,0
DTXSID3042219,2076,103-65-1,Propylbenzene,120.2,3.62432,56.5400366,42.8,3240,271.2790663,0.084350989,0.999695622,0,0
DTXSID3042477,30298,2398-96-1,Tolnaftate,307.41,4.18741,0.025322561,0.64,8100,8.19E-07,0.012939096,0.999575064,0,0
DTXSID3042508,93756,69-93-2,Uric acid,168.11,-1.84875,150.6588371,18.4,3240,1.57E-08,4.83E-05,0.410139675,0,0
DTXSID3044334,73855,589-34-4,3-Methylhexane,100.21,4.09446,4.210042562,35.9,3240,7332.85144,0.129163278,0.999607649,0,0
DTXSID3044598,17110,16485-10-2,Panthenol,205.26,-1.28523,710357.6502,9.62,3240,2.11E-05,3.82E-05,0.717824736,0,0
DTXSID3044754,12267,142-19-8,Prop-2-en-1-yl heptanoate,170.25,3.76412,83.47238325,5.72,1870,22.58961247,0.043005078,0.999679217,0,0
DTXSID3047001,1080,101-48-4,"(2,2-Dimethoxyethyl)benzene",166.22,1.781,369.2344592,15.7,3240,2.410442147,0.005028999,0.999409501,0,0
DTXSID3047186,108091,87-19-4,Isobutyl salicylate,194.23,3.40103,1240.558664,16.6,3240,0.041275812,0.028585595,0.999711148,0,0
DTXSID3047895,10256,134-09-8,Menthyl anthranilate,275.39,3.89838,2.149443735,2.2,8100,1.34E-05,0.015377228,0.999656804,0,0
DTXSID3048942,19701,1778-02-5,3beta-Acetoxy-5-pregnene-20-one,358.53,4.3982,2.577149493,1.4,13000,3.74E-05,0.009366934,0.999468905,0,0
DTXSID3051595,6139,117933-89-8,"5-(Butan-2-yl)-2-(2,4-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane",266.43,5.51045,4.352054121,0.489,8100,0.005500895,0.01965022,0.996166181,0,0
DTXSID3051676,9893,1330-80-9,"Oleic acid, monoester with propane-1,2-diol",340.55,7.57773,1.297989298,1.24,3240,2.93E-05,0.012203495,0.704194065,0,0
DTXSID3052303,78581,62439-41-2,"6-Methoxy-2,6-dimethylheptan-1-al",172.27,3.00496,1199.8416,7.38,8100,70.02785199,0.02922512,0.999715817,0,0
DTXSID3052563,105836,81786-74-5,"(E)-3,4,5,6,6-Pentamethylhept-3-en-2-one",182.31,4.36964,71.04000846,0.195,8100,109.1257094,0.040365642,0.999486503,0,0
DTXSID3052808,62225,515-98-0,Ammonium lactate,107.11,-0.793654,335308.9261,106,3240,7.086764973,0.000135541,0.887378755,0,0
DTXSID3052852,9166,13150-00-0,Sodium lauryltrioxyethylene sulfate,420.54,4.7712,7451.716476,4.32,8100,0.001763002,0.006879748,0.999092158,0,0
DTXSID3052858,54324,4191-73-5,Isopropylparaben,180.21,2.76867,716.6176797,7.56,3240,0.005046852,0.02062327,0.999705974,0,0
DTXSID3058618,61784,5117-19-1,Octaethylene glycol,370.44,-0.145973,227590.1863,2.41,8100,0.001248114,1.75E-05,0.972043328,0,0
DTXSID3060950,85678,645-92-1,"1,3,5-Triazin-2(1H)-one, 4,6-diamino-",127.11,-0.0990594,374.1177786,5.97,3240,3.71E-07,0.000229942,0.974809237,0,0
DTXSID3063752,63867,5274-68-0,Tetraethylene glycol monododecyl ether,362.55,3.03445,72.77429895,3.34,3240,0.008850714,0.002135815,0.99971635,0,0
DTXSID3065372,9222,13170-23-5,"Acetic acid, dianhydride with silicic acid (H4SiO4) bis(1,1-dimethylethyl) ester",292.41,3.39697,1837.04828,87.3,13000,3.958541743,0.009324289,0.999711332,0,0
DTXSID3067609,41395,31295-46-2,"1,2-Ethanediamine, N,N,N'-tris(2-aminoethyl)-",189.31,-0.173175,1926513.215,0.925,8100,0.000335862,8.37E-05,0.970305341,0,0
DTXSID3070462,87570,66422-95-5,"Ethanol, 2-(2,4-diaminophenoxy)-, hydrochloride (1:2)",241.12,-0.227792,119368.6261,21.1,3240,4.13E-06,4.36E-05,0.96649108,0,0
DTXSID4017190,21108,18641-57-1,"Behenic acid, 1,2,3-propanetriol ester",1059.83,7.72249,0.010773596,2.86,13000,6.67E-07,0.000263696,0.630461886,0,0
DTXSID4019912,61698,51115-67-4,Trimethyl isopropyl butanamide,171.29,2.50225,2612.909047,11.5,8100,14.73412393,0.01666478,0.999679594,0,0
DTXSID4020086,2491,104-46-1,Anethole,148.21,3.01824,172.0747742,1.82,3240,16.82328578,0.041695856,0.999716075,0,0
DTXSID4020240,2935,105-60-2,Caprolactam,113.16,-1.19828,252782.466,14,3240,0.470726695,0.000098188,0.756532907,0,0
DTXSID4020298,3996,108-90-7,Chlorobenzene,112.56,2.82863,389.7738936,333,3240,1377.380276,0.063589078,0.999709482,0,0
DTXSID4020458,37485,2921-88-2,Chlorpyrifos,350.59,4.78294,1.099706171,2.8,38900,0.004006804,0.010800096,0.999074241,0,0
DTXSID4020533,7547,123-91-1,"1,4-Dioxane",88.11,-0.15666,985078.611,23.6,3240,5606.099842,0.000401867,0.971372731,0,0
DTXSID4020537,13596,147-24-0,Diphenhydramine hydrochloride,291.82,3.5211,383.6003082,4.21,8100,0.014850381,0.010495562,0.999704205,0,0
DTXSID4020583,11829,140-88-5,Ethyl acrylate,100.12,1.25619,15461.83196,12,3240,4429.996378,0.005502237,0.998619532,0,0
DTXSID4020616,57596,470-82-6,"1,8-Cineol",154.25,2.9255,2140.03365,23.1,8100,226.6014002,0.035366506,0.999713653,0,0
DTXSID4020749,55031,2/3/4247,Isobutylparaben,194.23,3.01212,348.8079455,16.6,3240,0.000327419,0.021812454,0.99971596,0,0
DTXSID4020791,7059,121-75-5,Malathion,330.35,2.16448,265.4190468,3.32,3240,0.000591144,0.000650252,0.999606157,0,0
DTXSID4021268,7259,122-34-9,Simazine,201.66,2.14157,46.2063558,23.3,13000,6.46E-06,0.00553596,0.999598691,0,0
DTXSID4021393,4942,112-27-6,Triethylene glycol,150.18,-1.3804,952051.092,7.06,3240,0.108361639,6.05E-05,0.671435909,0,0
DTXSID4021395,15798,1582-09-8,Trifluralin,335.29,5.25394,0.14952794,10.7,38900,0.006972068,0.01234526,0.997760138,0,0
DTXSID4021426,71591,57-13-6,Urea,60.06,-1.81219,498864.366,128,3240,0.00703133,0.000205169,0.430644785,0,0
DTXSID4021553,4946,112-31-2,Decanal,156.27,3.58748,136.0288157,7.44,3240,20.08861776,0.049162538,0.999698993,0,0
DTXSID4021767,88085,79-20-9,Methyl acetate,74.08,0.128599,124949.9952,753,3240,26378.10151,0.000851582,0.984831436,0,0
DTXSID4021894,3998,108-93-0,Cyclohexanol,100.16,1.37493,23328.66624,14.7,3240,123.6433178,0.007073838,0.998888941,0,0
DTXSID4021923,4400,110-82-7,Cyclohexane,84.16,3.46864,53.35171712,34.3,3240,12169.10781,0.161621141,0.999707608,0,0
DTXSID4021975,7263,122-39-4,Diphenylamine,169.23,3.36612,39.05354556,1.32,8100,0.052487958,0.038297231,0.999712628,0,0
DTXSID4022109,96402,706-14-9,gamma-Decanolactone,170.25,2.88978,199.713465,23.1,1870,3.628688818,0.027104243,0.999712319,0,0
DTXSID4022527,111259,59593-07-6,Propylparaben,180.21,2.7514,731.3948997,18.2,3240,0.000635491,0.020209983,0.999704821,0,0
DTXSID4022529,114092,99-76-3,Methylparaben,152.15,1.91411,1401.543419,23.2,3240,0.143985515,0.008357441,0.999498199,0,0
DTXSID4024018,22035,1918-00-9,Dicamba,221.04,2.27711,2498.945616,86,8100,0.000873226,0.005163527,0.999637516,0,0
DTXSID4024436,33578,25956-17-6,Allura Red C.I.16035,496.42,1.70468,9.60920194,36.4,13000,6.32E-08,2.19E-05,0.999344891,0,0
DTXSID4024721,57281,464-49-3,D-Camphor,152.24,2.75624,743.6421608,26,8100,52.23291263,0.030917847,0.999705151,0,0
DTXSID4024985,6235,118-52-5,"1,3-Dichloro-5,5-dimethylhydantoin",197.02,0.725677,1087.814407,83.9,8100,8.88663057,0.000326642,0.995932638,0,0
DTXSID4025080,3989,108-83-8,Diisobutyl ketone,142.24,3.27813,978.3821936,9.33,3240,208.6042107,0.053298157,0.999715388,0,0
DTXSID4025111,102057,75-83-2,"2,2-Dimethylbutane",86.18,3.52998,20.50808224,111,3240,31675.66667,0.157419721,0.999703569,0,0
DTXSID4025587,1074,101-39-3,alpha-Methyl cinnamaldehyde,146.19,2.21576,2955.947181,3.73,3240,4.659390882,0.016025403,0.999621476,0,0
DTXSID4026214,1060,101-20-2,Triclocarban,315.59,4.88523,32.22836639,12.1,13000,4.85E-07,0.013691521,0.998895836,0,0
DTXSID4026501,105134,80-56-8,alpha-Pinene,136.24,4.53094,4.628808496,1.94,8100,369.7243191,0.072398077,0.999369968,0,0
DTXSID4026684,1116,101-86-0,2-Benzylideneoctanal,216.33,3.98951,167.4125951,3.41,3240,0.356018777,0.027229286,0.999636797,0,0
DTXSID4026769,3649,107-46-0,Hexamethyldisiloxane,162.38,4.17612,1.890947576,186,3240,5377.091972,0.050150408,0.999579411,0,0
DTXSID4026840,4352,110-30-5,"N,N'-Ethylene distearylamide",593.04,10.1442,0.005537831,3.64,8100,3.57E-08,0.004114871,0.006422117,0,0
DTXSID4026921,4974,112-59-4,2-[2-(Hexyloxy)ethoxy]ethanol,190.29,1.53751,32490.49518,6.36,3240,0.802331477,0.001994934,0.999156577,0,0
DTXSID4027026,7695,124-28-7,"N,N-Dimethyl-1-octadecanamine",297.57,2.74221,0.002898778,2.52,8100,0.001460547,0.00349575,0.99970418,0,0
DTXSID4027028,7697,124-38-9,Carbon dioxide,44.01,0.471849,2388.532725,100000,3240,1993329.717,0.002946769,0.992924557,0,0
DTXSID4027076,11553,139-96-8,Dodecyl sulfate triethanolamine,414.58,1.75103,60798.157,4.32,3240,0.002757214,6.95E-05,0.999385478,0,0
DTXSID4027103,12307,142-90-5,Dodecyl 2-methylacrylate,254.42,6.43337,5.63909209,5.75,3240,0.03310355,0.021602074,0.970532995,0,0
DTXSID4027284,85740,646-06-0,"1,3-Dioxolane",74.08,-0.373383,880174.112,23,3240,8781.572527,0.00037284,0.953854188,0,0
DTXSID4027286,87238,661-19-8,1-Docosanol,326.61,9.35758,0.02025178,7.94,3240,1.67E-05,0.013246683,0.038040774,0,0
DTXSID4027367,5021,1120-36-1,1-Tetradecene,196.38,6.82948,0.001911329,4.87,3240,1.804558545,0.035898865,0.930052336,0,0
DTXSID4027525,40041,3164-85-0,Potassium 2-ethylhexanoate,182.31,2.34553,2423.26452,40.3,1870,7.451575028,0.010943003,0.999652833,0,0
DTXSID4027579,58146,4792-15-8,Pentaethylene glycol,238.28,-0.493705,1324741.488,3.99,3240,0.009529391,3.77E-05,0.94007798,0,0
DTXSID4027991,47712,36653-82-4,1-Hexadecanol,242.45,6.58246,0.023440309,10.8,3240,0.001859474,0.023746582,0.959054468,0,0
DTXSID4027999,49230,37971-36-1,"2-Phosphono-1,2,4-butanetricarboxylic acid",270.13,-0.538188,540500.4157,51.6,1870,7.03E-09,2.87E-05,0.934065161,0,0
DTXSID4029143,3678,107-83-5,2-Methylpentane,86.18,3.59403,16.64420194,45.8,3240,16867.41549,0.160166548,0.99969842,0,0
DTXSID4029353,42635,32388-55-9,1-Cedr-8-en-9-ylethanone,246.4,4.12474,28.0777728,0.194,13000,0.029253199,0.021122101,0.999597804,0,0
DTXSID4029357,45159,34375-28-5,2-(Hydroxymethylamino)ethanol,91.11,-1.5703,852420.6045,2.37,1870,6.956095698,0.000120203,0.568959893,0,0
DTXSID4030489,32656,25372-69-4,"2,5-Cyclohexadiene-1-methanol",110.16,1.09773,46217.29752,0.52,3240,39.41583135,0.003270647,0.998123964,0,0
DTXSID4032374,2746,104653-34-1,Difethialone,539.49,7.85823,0.863340452,1.38,13000,8.21E-09,0.004949278,0.555214341,0,0
DTXSID4032619,5107,112226-61-6,Halofenozide,330.82,3.24178,10.37858429,10.7,13000,7.06E-06,0.00476385,0.999716141,0,0
DTXSID4032667,87361,66230-04-4,Esfenvalerate,419.91,6.16521,0.082655504,11.5,13000,2.34E-07,0.008035829,0.983776611,0,0
DTXSID4034287,2510,104-67-6,5-Heptyldihydro-2(3H)-furanone,184.28,3.45028,33.47243492,20.5,3240,3.579292872,0.032942492,0.999708661,0,0
DTXSID4034310,34275,2650-18-2,C.I. Acid Blue 9,799.98,4.75651,54980.94544,0.171,38900,1.02E-07,4.97E-05,0.999113906,0,0
DTXSID4034499,7020,121-21-1,Pyrethrin I,328.46,5.59111,0.857320015,0.214,8100,0.001661144,0.012993471,0.995438501,0,0
DTXSID4034609,6826,120068-37-3,Fipronil,437.15,3.88595,2.352190491,2.67,38900,2.36E-07,0.002877161,0.999659207,0,0
DTXSID4034738,30401,240494-70-6,Metofluthrin,360.35,4.99647,4.68909041,1.37,38900,0.003389029,0.010433026,0.998647714,0,0
DTXSID4035542,35580,27668-52-6,"N,N-Dimethyl-N-(3-(trimethoxysilyl)propyl) octadecan-1-aminium chloride",496.3,4.20773,0.039826139,4.98,8100,5.98E-05,0.002107362,0.999566945,0,0
DTXSID4035839,108926,89415-87-2,"1,3-Dichloro-5-ethyl-5-methylhydantoin",211.05,0.956278,3220.095375,40.5,8100,14.50507607,0.000409668,0.997500515,0,0
DTXSID4038924,78747,6259-76-3,Hexyl salicylate,222.29,3.80479,31.16394655,14,3240,0.000423955,0.024581554,0.999673204,0,0
DTXSID4041282,55430,10/8/4292,"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-oxododecyl)amino]-, inner salt",343.53,4.29329,409.4156187,5.3,3240,1.21E-05,0.01011045,0.99952821,0,0
DTXSID4041521,7477,123-00-2,4-Morpholinepropanamine,144.22,0.371927,1197738.447,1.39,8100,15.48406238,0.000398623,0.991174702,0,0
DTXSID4041602,21083,1863-63-4,Ammonium benzoate,139.16,1.9124,23488.67724,144,3240,0.209669457,0.010451794,0.999497224,0,0
DTXSID4041654,66733,5444-75-7,2-Ethylhexyl benzoate,234.34,4.34998,206.898786,22.3,3240,0.393541031,0.024236183,0.999497958,0,0
DTXSID4041731,2474,104-23-4,C.I. Food Yellow 6,277.3,2.0218,2590.733483,5.98,8100,9.52E-09,0.001205128,0.999552409,0,0
DTXSID4041735,32203,2512-29-0,C.I. Pigment Yellow 1,340.34,3.90413,6.338219888,18.4,13000,2.96E-09,0.008533016,0.999655668,0,0
DTXSID4041997,87870,67-45-8,Furazolidone,225.16,0.293946,193.2145244,9.99,8100,0.016158807,9.70E-05,0.98950588,0,0
DTXSID4042206,34664,2687-96-9,1-Dodecyl-2-pyrrolidinone,253.43,4.63154,30.07808612,6.39,3240,0.014191902,0.021131392,0.999271972,0,0
DTXSID4043856,58939,495-54-5,C.I. Basic Orange 2- parent (Chrysoidine free base),212.26,3.30672,28.1944958,1.28,13000,3.61E-06,0.021879474,0.999714639,0,0
DTXSID4044822,68121,55066-48-3,3-Methyl-5-phenylpentan-1-ol,178.28,4.04394,147.1826196,16,3240,1.026967705,0.04098894,0.999622586,0,0
DTXSID4047098,16675,16251-77-7,3-Phenylbutyraldehyde,148.21,2.63774,3220.395806,7.56,3240,52.16638476,0.02874835,0.999695467,0,0
DTXSID4049583,109236,90218-35-2,"Benzenesulfonic acid, dodecyl-, branched, compds. with 2-propanamine",326.5,5.30519,7.8920274,15.2,8100,2.67E-05,0.013054496,0.997511841,0,0
DTXSID4051952,35342,27458-93-1,Isooctadecan-1-ol,270.5,7.90684,0.003265422,9.63,3240,0.000172386,0.019166728,0.527439031,0,0
DTXSID4052346,87653,6658-48-6,2-Methyl-3-[4-(2-methylpropyl)phenyl]propanal,204.31,4.0295,51.81894099,7.03,8100,16.45691585,0.030917674,0.999626537,0,0
DTXSID4058782,99654,73-78-9,"Acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-, monohydrochloride",270.81,2.4695,1808.263364,5.95,8100,1.06E-05,0.003269211,0.999674834,0,0
DTXSID4061969,19841,1787-61-7,"C.I. Mordant Black 11, monosodium salt",461.38,4.57686,1257.246659,14.2,13000,1.88E-07,0.004576576,0.999328045,0,0
DTXSID4062278,27635,2224-33-1,"2-Butanone, O,O',O''-(ethenylsilylidyne)trioxime",313.48,3.60477,1460.120874,7.93,8100,0.044635536,0.008904727,0.999697456,0,0
DTXSID4064347,85318,6417-83-0,"C.I. Pigment Red 63, calcium salt (1:1)",460.48,4.73028,1663.018915,21.4,13000,4.46E-08,0.005084782,0.999150955,0,0
DTXSID4068741,63358,52338-87-1,"N,N'-Bis[3-(dimethylamino)propyl]urea",230.36,0.960208,31170.24196,1.49,13000,0.001568565,0.00029739,0.997520707,0,0
DTXSID5016858,17915,16867-03-1,2-Amino-3-hydroxypyridine,110.12,-0.0122287,9701.560988,18.1,8100,0.039445296,0.000350822,0.97923567,0,0
DTXSID5019680,57211,463-57-0,Methylene glycol,48.04,-1.04094,599596.848,21.9,1870,14.44388109,0.000344778,0.816933755,0,0
DTXSID5020027,104047,79-06-1,Acrylamide,71.08,-0.710875,695939.3044,20,3240,1.815864284,0.000265866,0.905031876,0,0
DTXSID5020029,3623,107-13-1,Acrylonitrile,53.06,0.129259,97630.9306,61.4,3240,6197.85127,0.001267991,0.984853749,0,0
DTXSID5020075,66618,54381-16-7,"2,2'-[(4-Aminophenyl)imino]bisethanol sulfate",292.31,0.22937,5465.349301,1.12,8100,9.14E-07,3.86E-05,0.987883536,0,0
DTXSID5020106,60427,50-81-7,L-Ascorbic acid,176.13,-1.72664,50640.01695,3.87,1870,6.71E-08,4.56E-05,0.479442489,0,0
DTXSID5020108,60425,50-78-2,Aspirin,180.16,1.3331,2415.062816,196,3240,0.001767042,0.001548974,0.9988023,0,0
DTXSID5020152,543,100-51-6,Benzyl alcohol,108.14,1.23362,25691.25236,11.2,3240,21.88087065,0.004534157,0.998559473,0,0
DTXSID5020154,6751,120-32-1,Clorophene,218.68,3.54344,90.91380452,14.4,8100,0.000870703,0.023188152,0.999702569,0,0
DTXSID5020233,60379,31316-19-5,Ergocalciferol,396.66,8.52111,0.050123148,0.308,8100,1.17E-05,0.009050948,0.213437395,0,0
DTXSID5020449,77913,62-73-7,Dichlorvos,220.98,1.35283,7095.88878,27.2,8100,2.85889867,0.000788403,0.998844205,0,0
DTXSID5020605,2518,104-76-7,2-Ethyl-1-hexanol,130.23,2.9029,856.1372292,19.4,1870,34.89300259,0.050303254,0.999712836,0,0
DTXSID5020940,21156,18662-53-8,Nitrilotriacetic acid trisodium monohydrate,257.09,-1.61728,74678.98902,3.47,1870,1.53E-06,2.65E-05,0.542265791,0,0
DTXSID5020944,74013,59-87-0,Nitrofurazone,198.14,0.0612988,630.8599274,16.1,8100,4.38E-07,0.000100847,0.982374763,0,0
DTXSID5021124,4000,108-95-2,Phenol,94.11,1.63153,51658.29654,9.76,3240,34.21505824,0.013481658,0.999271319,0,0
DTXSID5021205,5628,115-07-1,1-Propene,42.08,1.77659,286.9965408,6.97,3240,594444.5403,0.049302427,0.999406069,0,0
DTXSID5021207,102031,75-56-9,"1,2-Propylene oxide",58.08,0.0385367,289242.4656,494,3240,73086.93423,0.000975015,0.981457066,0,0
DTXSID5021251,79935,81-07-2,Saccharin,183.18,0.855253,3626.487732,43.7,3240,0.000259968,0.000537847,0.996913831,0,0
DTXSID5021253,8391,128-44-9,Sodium saccharin,205.16,0.855253,4061.634584,16.7,3240,0.000259968,0.000368881,0.996913831,0,0
DTXSID5021332,11073,137-26-8,Thiram,240.42,1.58798,36.41834076,0.709,8100,0.002137931,0.000922006,0.999221249,0,0
DTXSID5021384,83457,75-69-4,Trichlorofluoromethane,137.37,2.44164,2211.574578,100000,13000,86748.8795,0.026471653,0.999670462,0,0
DTXSID5021415,7253,122-20-3,Triisopropanolamine,191.27,0.307538,637782.1642,2.07,3240,0.002284106,0.000164563,0.9898183,0,0
DTXSID5021590,12582,143-07-7,Dodecanoic acid,200.32,4.59688,27.4278144,18.3,1870,0.010449902,0.033854964,0.99930833,0,0
DTXSID5021594,38274,298-12-4,Glyoxylic acid,74.04,-0.309363,306014.724,19.5,1870,1085.773545,0.000408545,0.959893585,0,0
DTXSID5021596,60966,506-12-7,Heptadecanoic acid,270.46,7.453,0.127507015,12.2,1870,2.56E-05,0.019171513,0.760304843,0,0
DTXSID5021758,103852,78-51-3,Tris(2-butoxyethyl) phosphate,398.48,3.50553,811.4527176,1.99,1870,0.002279013,0.002768266,0.999705279,0,0
DTXSID5021837,529,100-37-8,"N,N-Diethylethanolamine",117.19,0.352427,797803.7382,2.6,3240,141.229741,0.000610219,0.990784554,0,0
DTXSID5021881,3625,107-15-3,Ethylenediamine,60.1,-1.82004,893434.58,4.05,3240,885.1673439,0.000204782,0.426219414,0,0
DTXSID5021885,3645,107-41-5,"2-Methyl-2,4-pentanediol",118.18,1.00688,423045.4006,18.1,3240,1.797692442,0.002331584,0.997747093,0,0
DTXSID5021889,3921,108-10-1,4-Methyl-2-pentanone,100.16,1.43018,17866.94144,18.2,3240,2063.630614,0.007947152,0.998991319,0,0
DTXSID5021914,4336,110-12-3,5-Methyl-2-hexanone,114.19,1.75412,4866.880571,24.9,3240,732.9185074,0.011970367,0.999388032,0,0
DTXSID5021916,4364,110-43-0,2-Heptanone,114.19,1.87826,3553.410096,21.9,3240,717.6504273,0.015256484,0.999476931,0,0
DTXSID5022437,60446,500-38-9,Nordihydroguaiaretic acid,302.37,3.49666,106.167852,2.09,8100,4.76E-07,0.009142951,0.999705866,0,0
DTXSID5023081,71607,57-48-7,D-Fructose,180.16,-2.68574,245590.5088,3.72,3240,1.32E-09,4.27E-05,0.091914609,0,0
DTXSID5023588,60420,50-70-4,D-Glucitol,182.18,-2.35743,271014.6116,5.14,503,1.19E-08,4.22E-05,0.177329577,0,0
